Name,Critic_Score,Critic_Count,User_Score,User_Count
ATV Offroad Fury 2,82.0,26.0,8.9,28.0
FIFA 15,82.0,33.0,5.4,347.0
Tom Clancy's The Division,80.0,33.0,6.9,614.0
Final Fantasy XIII,82.0,54.0,6.3,539.0
The Sims: House Party,74.0,17.0,7.9,30.0
Scribblenauts,79.0,72.0,7.6,110.0
Sonic Unleashed,66.0,30.0,7.3,136.0
Pokemon Ranger,69.0,21.0,7.6,50.0
Overwatch,90.0,31.0,6.1,1358.0
Hitman: Absolution,83.0,30.0,7.5,511.0
Call of Duty: Roads to Victory,64.0,45.0,7.5,30.0
Dance Dance Revolution Extreme,77.0,26.0,9,20.0
Final Fantasy Tactics Advance,87.0,44.0,7.8,212.0
Your Shape featuring Jenny McCarthy,62.0,5.0,5.2,54.0
Project Gotham Racing,85.0,35.0,8.2,28.0
NBA 2K12,90.0,38.0,6.7,127.0
Need for Speed: Hot Pursuit 2,89.0,31.0,8.5,92.0
Dynasty Warriors 4,78.0,24.0,9.3,201.0
NBA 2K14,84.0,26.0,4.9,142.0
Parasite Eve,81.0,17.0,8.9,89.0
Tetris DS,84.0,56.0,8.7,44.0
Battlefield: Hardline,73.0,46.0,5,845.0
Mortal Kombat,86.0,66.0,8.3,382.0
Borderlands,83.0,58.0,7.9,427.0
Devil May Cry 3: Dante's Awakening,84.0,60.0,9,212.0
NBA 2K11,89.0,50.0,8.1,100.0
Dying Light,74.0,58.0,7.9,1287.0
Dead Rising,85.0,82.0,7.6,520.0
World of Warcraft: Cataclysm,90.0,53.0,5.6,953.0
Tetris Worlds,44.0,7.0,6.2,11.0
Final Fantasy III,77.0,45.0,7.1,136.0
Mario Party 5,69.0,33.0,8.2,57.0
Portal 2,95.0,66.0,8.5,997.0
Mario Sports Mix,64.0,54.0,7.1,34.0
Need for Speed: Most Wanted 5-1-0,72.0,21.0,7.8,54.0
The Sims 2: Pets,49.0,5.0,5.2,24.0
Dance Dance Revolution: Hottest Party,73.0,16.0,7.1,27.0
DriveClub,71.0,85.0,6.1,1571.0
UFC 2009 Undisputed,83.0,68.0,7.9,51.0
Metal Gear Solid: Peace Walker,89.0,66.0,8.9,443.0
R4: Ridge Racer Type 4,88.0,18.0,9.2,21.0
Kingdom Hearts: Birth by Sleep,82.0,62.0,8.6,208.0
SoulCalibur II,92.0,41.0,8.8,120.0
Need for Speed: ProStreet,72.0,42.0,7.1,78.0
Sonic Mega Collection,75.0,26.0,8.8,41.0
Need For Speed: Undercover,59.0,40.0,5.9,71.0
SOCOM: U.S. Navy SEALs: Combined Assault,72.0,38.0,9,34.0
Peter Jackson's King Kong: The Official Game of the Movie,82.0,41.0,8.2,68.0
Need for Speed: ProStreet,73.0,26.0,6,43.0
Donkey Kong Country,78.0,26.0,8.9,53.0
Dance Central 2,86.0,56.0,8.2,63.0
Carnival Games,48.0,11.0,3.3,4.0
NBA Live 2004,86.0,19.0,7.7,41.0
Call of Duty 2,89.0,65.0,8.1,307.0
Rayman Raving Rabbids: TV Party,73.0,24.0,7.7,29.0
Pokémon Mystery Dungeon: Blue Rescue Team,62.0,34.0,8.1,97.0
Dark Souls,89.0,54.0,8.7,1397.0
Just Dance 3,70.0,34.0,7.7,17.0
Battlefield 4,81.0,5.0,6.6,480.0
Fire Emblem: Awakening,92.0,72.0,9.1,1130.0
Need for Speed: The Run,64.0,48.0,6.4,182.0
Dragon Age: Inquisition,89.0,43.0,7.4,1984.0
Dead Space,88.0,67.0,8.8,545.0
Mortal Kombat vs. DC Universe,76.0,44.0,7.1,107.0
TouchMaster,71.0,19.0,5.7,9.0
Tenchu: Stealth Assassins,87.0,14.0,8.8,45.0
Harry Potter and the Chamber of Secrets,76.0,11.0,7.9,14.0
Kingdom Hearts 358/2 Days,75.0,53.0,7.8,162.0
Skate 3,80.0,46.0,7.6,82.0
Need for Speed Rivals,80.0,53.0,6.2,667.0
Spyro: Enter the Dragonfly,56.0,20.0,4.1,95.0
Devil May Cry 2,68.0,40.0,6.6,167.0
Hot Shots Golf: Open Tee,81.0,57.0,8.7,34.0
Forza Horizon,85.0,83.0,8.4,431.0
Tom Clancy's Rainbow Six: Vegas,88.0,69.0,8.3,225.0
Crash Nitro Kart,69.0,24.0,7.7,59.0
Resident Evil 6,67.0,71.0,5,1407.0
Grand Theft Auto: San Andreas,93.0,58.0,8.6,118.0
NBA Street Vol. 2,90.0,31.0,8.8,70.0
Def Jam Vendetta,80.0,33.0,8.9,41.0
Kirby Squeak Squad,71.0,29.0,8.1,41.0
Burnout Paradise,87.0,55.0,7.7,455.0
The Sims 3,78.0,39.0,6.4,55.0
FIFA Soccer 09,87.0,51.0,8,106.0
Dragon Ball Z: Budokai 3,77.0,32.0,8.9,137.0
Call of Duty: World at War,83.0,19.0,7.6,78.0
Tom Clancy's Ghost Recon,63.0,18.0,8.3,22.0
BioShock Infinite,93.0,33.0,8.5,1647.0
X-Men Legends,79.0,48.0,8.5,69.0
Mortal Kombat vs. DC Universe,72.0,61.0,7.5,87.0
Destiny: The Taken King,86.0,81.0,6,1079.0
Red Faction,88.0,25.0,8,69.0
The Sims: Makin' Magic,80.0,22.0,8.6,31.0
Mario Party: Island Tour,57.0,47.0,6.3,117.0
MX Unleashed,80.0,18.0,9.2,46.0
PaRappa The Rapper,92.0,15.0,7.4,48.0
Guitar Hero: World Tour,84.0,43.0,7.5,80.0
Need for Speed: Shift,83.0,75.0,6.5,134.0
Diablo III,86.0,43.0,6.4,557.0
LittleBigPlanet 3,79.0,78.0,7.1,506.0
Star Wars Rogue Leader: Rogue Squadron II,90.0,45.0,8.6,80.0
Mario Super Sluggers,69.0,31.0,7.8,58.0
Monopoly,70.0,11.0,7.8,17.0
Madden NFL 09,85.0,38.0,4.4,132.0
Batman: Arkham Origins,74.0,46.0,7.5,685.0
Game Party 2,29.0,7.0,4.6,7.0
Mortal Kombat: Deception,81.0,43.0,8.5,90.0
NBA 2K17,88.0,47.0,6.7,162.0
Toy Story Mania!,49.0,15.0,6.6,13.0
Star Fox Adventures,82.0,39.0,7.7,145.0
Madden NFL 25,76.0,19.0,4.1,91.0
Dynasty Warriors 3,78.0,17.0,9.1,90.0
Madden NFL 06,86.0,39.0,6.7,41.0
Shrek 2,71.0,32.0,8.5,24.0
The Legend of Dragoon,74.0,12.0,8.4,248.0
Star Wars: The Force Unleashed,71.0,18.0,7.9,75.0
NBA Live 2002,70.0,16.0,7.4,8.0
Just Cause 3,73.0,42.0,6.5,403.0
Chrono Cross,94.0,16.0,8.1,297.0
Jak 3,84.0,55.0,8.6,246.0
Kingdom Hearts: Chain of Memories,76.0,37.0,7.9,84.0
Max Payne 3,87.0,31.0,7.8,790.0
LEGO Marvel Super Heroes,82.0,22.0,7.9,76.0
Phineas and Ferb,80.0,4.0,4.5,8.0
NCAA Football 06,87.0,25.0,8.5,36.0
Rayman Raving Rabbids 2,67.0,25.0,8.3,66.0
Kirby: Triple Deluxe,80.0,68.0,8.8,206.0
Sonic Classic Collection,70.0,24.0,7.5,28.0
inFAMOUS 2,83.0,90.0,8.4,932.0
World of Warcraft: Mists of Pandaria,82.0,42.0,4.8,1265.0
Namco Museum,72.0,9.0,6,5.0
The Sims: Hot Date,85.0,17.0,7.9,70.0
Demon's Souls,89.0,81.0,8.9,1441.0
The Orange Box,96.0,54.0,8.9,797.0
DDRMAX2: Dance Dance Revolution,82.0,27.0,8.2,11.0
Virtua Fighter 4,94.0,36.0,8,84.0
Mafia III,68.0,66.0,5.1,1147.0
Sly 2: Band of Thieves,88.0,64.0,9,178.0
Sonic Advance 2,83.0,23.0,8.3,46.0
Madden NFL 07,80.0,54.0,6,148.0
NBA 2K11,89.0,46.0,7.6,105.0
Forza Motorsport 6,87.0,85.0,7.9,863.0
The Evil Within,75.0,65.0,7.3,1223.0
Metroid Prime 3: Corruption,90.0,62.0,8.9,491.0
Midnight Club II,85.0,41.0,8.5,47.0
The Getaway: Black Monday,57.0,53.0,7.6,47.0
50 Cent: Bulletproof,47.0,21.0,6.6,129.0
Dead or Alive 3,87.0,35.0,8.6,44.0
Dragon Quest Monsters: Joker,75.0,30.0,7.4,27.0
LEGO Star Wars III: The Clone Wars,76.0,7.0,7.7,10.0
UFC 2009 Undisputed,84.0,58.0,8.1,47.0
The SpongeBob SquarePants Movie,75.0,5.0,9,54.0
Golden Sun,91.0,29.0,9.3,198.0
Def Jam: Fight for NY,83.0,46.0,8.9,73.0
Tom Clancy's Ghost Recon,84.0,29.0,6.1,27.0
State of Emergency,71.0,34.0,5.7,33.0
The Urbz: Sims in the City,70.0,25.0,8.2,24.0
Star Wars: Starfighter,84.0,25.0,8,21.0
Star Wars: Battlefront,80.0,55.0,9.1,57.0
Madden NFL 17,82.0,35.0,4.9,83.0
Just Cause 2,83.0,66.0,8,291.0
FIFA Soccer 08,81.0,28.0,7.1,47.0
Crackdown,83.0,75.0,8,340.0
Wii Party U,65.0,38.0,6.8,135.0
Dance Dance Revolution X,55.0,6.0,6.2,6.0
Xenosaga Episode I: Der Wille zur Macht,83.0,35.0,8.7,99.0
Kinect Star Wars,55.0,61.0,3.5,145.0
Dragon's Dogma,78.0,38.0,8.3,444.0
The Order: 1886,63.0,94.0,6.6,3172.0
SSX Tricky,92.0,33.0,8.9,71.0
Knack,54.0,83.0,6.5,1074.0
Dragon Quest VI: Realms of Revelation,78.0,41.0,8.1,31.0
Crash Bandicoot: The Huge Adventure,78.0,18.0,7.9,27.0
Hitman: Absolution,79.0,51.0,7.1,453.0
The Crew,61.0,60.0,5.4,575.0
NBA 2K15,82.0,9.0,6.3,101.0
Madden NFL 2005,91.0,39.0,7.6,26.0
Star Ocean: Till The End of Time,80.0,55.0,7.7,134.0
Call of Duty: Modern Warfare 3,78.0,26.0,2.5,5664.0
Dishonored,88.0,56.0,7.9,815.0
The Beatles: Rock Band,89.0,25.0,8.9,43.0
Ace Combat 5: The Unsung War,84.0,57.0,9.1,81.0
Need for Speed Underground,83.0,25.0,8.7,35.0
Deal or No Deal,20.0,13.0,1.9,41.0
Portal 2,95.0,54.0,8.4,937.0
NCAA Football 07,87.0,18.0,8.6,23.0
The Sims 3: Late Night Expansion Pack,74.0,17.0,5.3,77.0
No Man's Sky,71.0,94.0,4.5,5096.0
SOCOM 3: U.S. Navy SEALs,82.0,59.0,8.8,64.0
BioShock Infinite,94.0,27.0,8.5,1863.0
Harry Potter and the Sorcerer's Stone,64.0,8.0,7.1,7.0
Dragon Ball Z: The Legacy of Goku,53.0,15.0,6.9,28.0
Resident Evil 4,96.0,82.0,9.4,767.0
Need For Speed: Undercover,64.0,62.0,5.9,104.0
Sonic Colors,78.0,58.0,8.5,301.0
Saints Row 2,82.0,50.0,7.9,135.0
Sid Meier's Civilization V,90.0,70.0,7.9,2280.0
The Sims: Superstar,79.0,20.0,8.2,25.0
Metroid Fusion,92.0,44.0,9.1,200.0
We Ski,67.0,32.0,8.5,12.0
Star Wars Battlefront: Renegade Squadron,73.0,35.0,7.9,46.0
SSX 3,93.0,41.0,9.1,125.0
Madden NFL 2001,90.0,14.0,6.8,4.0
Star Wars: Battlefront II,83.0,40.0,8.9,106.0
Tony Hawk's Pro Skater 3,87.0,10.0,8.3,36.0
Dragon Age: Origins,87.0,41.0,7.9,597.0
Spy Hunter,84.0,28.0,7.8,13.0
NCAA Football 2004,94.0,15.0,8.8,81.0
Fight Night Round 3,83.0,37.0,7.9,24.0
StarCraft II: Heart of the Swarm,86.0,68.0,7.9,1346.0
SpongeBob SquarePants: Battle for Bikini Bottom,71.0,9.0,9,85.0
Until Dawn,79.0,103.0,8.2,2161.0
Big Beach Sports,44.0,17.0,8,41.0
SSX,93.0,35.0,8.3,33.0
Shaun White Snowboarding: Road Trip,78.0,28.0,8.7,22.0
NBA Ballers,83.0,44.0,9.2,19.0
Saints Row IV,81.0,42.0,6.5,325.0
NBA Live 2003,83.0,22.0,8.3,28.0
LEGO Batman 2: DC Super Heroes,79.0,59.0,7.2,114.0
Dragon Ball Z: Budokai Tenkaichi,72.0,29.0,8.4,71.0
Dark Souls III,89.0,69.0,8.8,1940.0
Kirby's Return to Dreamland,77.0,49.0,8.5,156.0
Mario Party 6,71.0,33.0,7.9,51.0
Star Wars The Clone Wars: Lightsaber Duels,56.0,24.0,6.7,18.0
Need for Speed Carbon,77.0,52.0,6.3,82.0
Heavenly Sword,79.0,64.0,8.3,544.0
MySims,68.0,38.0,7.2,56.0
Army of Two,72.0,76.0,7.6,233.0
Tiger Woods PGA Tour 2003,88.0,18.0,8.9,18.0
Prince of Persia: Warrior Within,83.0,51.0,8.5,120.0
Far Cry 4,82.0,15.0,7.5,383.0
ESPN NFL 2K5,92.0,42.0,9.1,93.0
Beyond: Two Souls,70.0,98.0,8.1,2652.0
Pikmin,89.0,39.0,8.7,121.0
Tiger Woods PGA Tour 2004,89.0,23.0,8.8,40.0
Ape Escape,90.0,19.0,8.8,53.0
NCAA Football 2005,88.0,29.0,8.8,35.0
Max Payne 3,86.0,80.0,7.8,869.0
Viva Pinata,84.0,65.0,8,131.0
Kinectimals,74.0,50.0,3.1,69.0
Kirby Air Ride,61.0,28.0,7.9,69.0
LEGO Marvel Super Heroes,83.0,22.0,7.7,262.0
Dragon Quest IV: Chapters of the Chosen,80.0,44.0,7.9,50.0
NFL Street 2,77.0,33.0,8.7,20.0
Super Mario Strikers,76.0,39.0,8.7,55.0
Rage,81.0,77.0,6.7,559.0
Mario Hoops 3 on 3,69.0,40.0,8,37.0
Just Cause 2,81.0,74.0,8,267.0
Silent Hill,86.0,17.0,9.2,326.0
Sonic Heroes,72.0,49.0,7.8,125.0
ESPN NBA 2K5,83.0,24.0,7.5,36.0
Diablo,94.0,12.0,8.7,850.0
Far Cry 2,85.0,75.0,6.7,288.0
The Legend of Zelda: Twilight Princess,96.0,16.0,9.2,568.0
Pro Evolution Soccer 2008,74.0,19.0,6.1,47.0
Pokemon Battle Revolution,53.0,34.0,6.7,106.0
Kingdom Hearts 3D: Dream Drop Distance,75.0,54.0,8.2,267.0
Dance Dance Revolution: Hottest Party 2,69.0,8.0,6.8,6.0
SoulCalibur IV,85.0,62.0,7.9,157.0
Sonic Generations,76.0,38.0,8.2,253.0
Spyro 2: Season of Flame,76.0,18.0,7.6,13.0
Mario Party 10,66.0,66.0,6.5,279.0
Devil May Cry 4,84.0,63.0,8.2,311.0
Dead Rising 3,78.0,69.0,6.8,908.0
NCAA Football 2002,90.0,18.0,8.7,24.0
Gears of War: Judgment,79.0,81.0,5.4,779.0
Watch Dogs,78.0,15.0,5.8,712.0
Guitar Hero: On Tour Decades,72.0,40.0,8,5.0
Madden NFL 15,80.0,19.0,6.4,138.0
Conflict: Desert Storm,55.0,10.0,8.6,45.0
Mario Party 7,64.0,25.0,7.9,53.0
Dragon Quest V: Hand of the Heavenly Bride,84.0,46.0,8.5,57.0
Smuggler's Run,79.0,21.0,6.8,18.0
Fight Night Round 3,84.0,32.0,8.1,41.0
Need for Speed: Most Wanted,83.0,54.0,8.5,134.0
Carnival Games: Mini Golf,38.0,10.0,5.7,7.0
Pokemon Mystery Dungeon: Explorers of Sky,54.0,26.0,9,133.0
LEGO Pirates of the Caribbean: The Video Game,73.0,14.0,7,13.0
Stuntman,71.0,37.0,5.7,36.0
Tom Clancy's Rainbow Six 3,86.0,39.0,8.5,31.0
LEGO Harry Potter: Years 1-4,79.0,58.0,8,62.0
Spider-Man 2: Enter: Electro,74.0,15.0,8.7,35.0
Guitar Hero 5,89.0,25.0,6.9,49.0
Wolfenstein: The New Order,79.0,73.0,8.1,1116.0
Mafia II,74.0,79.0,7.8,458.0
BioShock 2,88.0,62.0,8.2,492.0
Dark Cloud,80.0,27.0,8.2,99.0
Warcraft III: The Frozen Throne,88.0,23.0,9,713.0
Active Life: Outdoor Challenge,69.0,6.0,8.1,14.0
Tom Clancy's Ghost Recon Advanced Warfighter,90.0,78.0,8,215.0
MVP Baseball 2005,87.0,25.0,8.6,47.0
Uncharted: Golden Abyss,80.0,80.0,7.4,770.0
Go Vacation,64.0,28.0,7.8,13.0
Pro Evolution Soccer 2013,82.0,37.0,6.7,146.0
Dishonored,89.0,35.0,7.9,781.0
Mario Golf: Toadstool Tour,81.0,49.0,8,56.0
Call of Duty: Black Ops II,74.0,11.0,4.2,1635.0
Resident Evil: The Umbrella Chronicles,75.0,47.0,7.6,122.0
The Simpsons Skateboarding,38.0,21.0,5,26.0
Donkey Kong Country: Tropical Freeze,83.0,77.0,8.9,712.0
Fight Night Round 4,88.0,46.0,7.6,95.0
Super Monkey Ball 2,87.0,34.0,8.5,51.0
Pac-Man World 2,73.0,19.0,7.8,26.0
MySims Kingdom,76.0,19.0,8.1,24.0
Dead Space 2,90.0,83.0,8.6,679.0
The Simpsons Game,68.0,10.0,8.2,27.0
The Simpsons Game,69.0,17.0,7.3,18.0
Football Manager 2012,84.0,45.0,8,172.0
Ni no Kuni: Wrath of the White Witch,85.0,89.0,8.6,984.0
SoulCalibur II,93.0,45.0,9.1,135.0
Call of Duty 3,80.0,43.0,6.9,92.0
Tokyo Xtreme Racer Zero,76.0,15.0,8.9,64.0
Red Faction II,84.0,30.0,8.3,35.0
Madden NFL 2001,91.0,25.0,7.7,7.0
Star Wars: The Force Unleashed II,63.0,41.0,6.8,121.0
Rock Band 2,91.0,24.0,7.9,88.0
Final Fantasy: Crystal Chronicles,80.0,55.0,8.1,94.0
Medal of Honor: Frontline,81.0,18.0,6.9,23.0
Madden NFL 09,67.0,4.0,7,24.0
Dead Rising 2,79.0,76.0,6.9,216.0
Mafia II,75.0,61.0,7.7,297.0
Batman: Arkham Knight,85.0,16.0,6.6,694.0
Dirge of Cerberus: Final Fantasy VII,57.0,51.0,6.9,103.0
Sonic Rivals 2,60.0,24.0,7.8,35.0
Resistance 3,83.0,91.0,7.8,543.0
Drawn To Life: SpongeBob SquarePants Edition,68.0,12.0,5.5,4.0
007: Quantum of Solace,65.0,69.0,7.1,71.0
Major League Baseball 2K5,82.0,19.0,7.4,20.0
Fight Night 2004,85.0,43.0,9,25.0
LEGO Star Wars III: The Clone Wars,75.0,43.0,7.8,42.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,93.0,74.0,8.6,68.0
Call of Duty Black Ops: Declassified,33.0,58.0,4.8,479.0
Tom Clancy's Ghost Recon: Future Soldier,79.0,75.0,7.2,334.0
Fight Night Round 3,86.0,67.0,8.8,264.0
Xenogears,84.0,15.0,8.4,204.0
Super Scribblenauts,81.0,53.0,8.2,46.0
Super Monkey Ball,87.0,28.0,7.9,46.0
SoulCalibur IV,85.0,65.0,7.9,129.0
Mario Superstar Baseball,76.0,38.0,8.6,41.0
Battlefield: Bad Company,83.0,70.0,7.7,263.0
Homefront,70.0,85.0,6,399.0
Onimusha 3: Demon Siege,85.0,53.0,8.6,73.0
Red Dead Revolver,73.0,42.0,7.8,70.0
Resident Evil: Outbreak,71.0,40.0,8.3,94.0
Mass Effect 2,94.0,62.0,8.5,1081.0
LEGO Battles: Ninjago,59.0,14.0,6.9,11.0
NBA 2K14,85.0,20.0,6.5,368.0
SingStar Pop,73.0,13.0,7.5,8.0
Disney Infinity,74.0,38.0,6.5,79.0
My Word Coach,71.0,7.0,6.8,5.0
Tiger Woods PGA Tour 2005,88.0,30.0,8.2,20.0
NCAA Football 2003,91.0,19.0,8.6,27.0
Star Wars: The Force Unleashed II,61.0,59.0,5.7,180.0
Frogger 2: Swampy's Revenge,77.0,4.0,7.9,8.0
WWE SmackDown vs Raw 2008,71.0,41.0,6.8,48.0
Kinect Joy Ride,52.0,46.0,5,20.0
Smarty Pants,65.0,26.0,7.6,10.0
Classic NES Series: Super Mario Bros.,84.0,14.0,8.6,44.0
Anno 2070,83.0,33.0,7,493.0
Hasbro Family Game Night,63.0,12.0,7.5,11.0
Sonic Rivals,64.0,25.0,7.8,38.0
BioShock,94.0,51.0,8.7,881.0
Mass Effect 3,93.0,30.0,5.5,1849.0
Cabela's Big Game Hunter,59.0,7.0,7.8,12.0
SimCity (2013),64.0,75.0,2.2,4572.0
The Legend of Zelda: The Minish Cap,89.0,56.0,9,203.0
NFL Street,80.0,36.0,8.9,45.0
Dead Space 2,89.0,78.0,8.4,535.0
Tiger Woods PGA Tour 09 All-Play,81.0,18.0,8.7,34.0
Metal Gear Rising: Revengeance,80.0,61.0,7.9,746.0
Rayman Raving Rabbids,76.0,54.0,7.9,116.0
Dragon Quest Monsters: Joker 2,77.0,33.0,7.3,15.0
UFC Undisputed 2010,85.0,54.0,7.2,48.0
Medal of Honor: Warfighter,55.0,22.0,6,250.0
Sonic's Ultimate Genesis Collection,79.0,45.0,8.5,40.0
Diablo III,87.0,42.0,6.6,384.0
Twisted Metal: Black,91.0,15.0,8.4,98.0
NASCAR 2005: Chase for the Cup,87.0,19.0,8.4,15.0
Fight Night Round 4,87.0,76.0,8.1,86.0
Spider-Man: The Movie,79.0,29.0,7.5,11.0
LEGO Star Wars II: The Original Trilogy,83.0,11.0,8.6,26.0
Dead Space,89.0,79.0,8.7,768.0
LEGO Indiana Jones 2: The Adventure Continues,72.0,13.0,6.1,14.0
Ridge Racer,88.0,58.0,8.2,65.0
Sonic Advance 3,79.0,30.0,8.4,34.0
Colin McRae Rally 3,86.0,25.0,7.7,24.0
Forza Horizon 2,86.0,85.0,8.2,977.0
Madden NFL 2002,88.0,9.0,8,7.0
Dynasty Warriors 5,69.0,29.0,8.8,68.0
Injustice: Gods Among Us,81.0,63.0,7.9,362.0
Far Cry 2,85.0,49.0,6.4,241.0
Yoshi's New Island,64.0,71.0,6.1,155.0
True Crime: Streets of LA,77.0,39.0,7.8,28.0
Ryse: Son of Rome,60.0,77.0,6.1,1409.0
Mortal Kombat X,86.0,21.0,7.3,279.0
Rise of the Tomb Raider,86.0,102.0,8,1288.0
Sonic Generations,77.0,49.0,8.3,340.0
Dave Mirra Freestyle BMX 2,81.0,21.0,8.1,18.0
Bakugan: Battle Brawlers,60.0,6.0,6.7,7.0
LEGO Indiana Jones: The Original Adventures,77.0,12.0,8.4,16.0
Deus Ex: Human Revolution,89.0,70.0,8.3,684.0
Final Fantasy XII: Revenant Wings,81.0,44.0,6.1,60.0
Call of Duty: Black Ops,80.0,25.0,5.8,87.0
Deus Ex: Human Revolution,89.0,50.0,8.2,682.0
Star Wars Knights of the Old Republic II: The Sith Lords,86.0,67.0,8.6,140.0
The Sims 2,65.0,17.0,6.9,32.0
Dead Rising 2,80.0,54.0,6.7,178.0
Ridge Racer 7,78.0,45.0,7.1,52.0
Tom Clancy's Ghost Recon 2,80.0,53.0,8.9,58.0
Need for Speed: The Run,68.0,65.0,6,160.0
Crash Bandicoot 2: N-Tranced,75.0,21.0,7.8,30.0
Titanfall,83.0,21.0,5.9,371.0
Dead to Rights,73.0,20.0,8.9,36.0
WWE '13,76.0,24.0,8.1,99.0
Hasbro Family Game Night 2,63.0,16.0,6.3,6.0
Gardening Mama,60.0,17.0,9.3,4.0
Burnout Paradise,88.0,68.0,6.9,279.0
Middle-Earth: Shadow of Mordor,87.0,12.0,8,585.0
MotorStorm: Pacific Rift,82.0,63.0,8,318.0
Samurai Warriors,73.0,37.0,8.7,23.0
Battlefield 4,81.0,52.0,6,3517.0
Gears of War 4,84.0,96.0,6.2,815.0
FIFA Soccer 08,79.0,7.0,7.4,15.0
FIFA Soccer 09,84.0,8.0,8.9,21.0
FIFA Soccer 08,82.0,43.0,7.9,57.0
Test Drive,73.0,19.0,7.4,23.0
Devil May Cry 4,84.0,61.0,8,248.0
Tom Clancy's Rainbow Six: Vegas 2,81.0,32.0,7.9,93.0
Metroid: Other M,79.0,71.0,6.5,482.0
Crysis 2,84.0,72.0,7.5,533.0
Chrono Trigger,92.0,57.0,8.9,440.0
Marvel vs. Capcom 3: Fate of Two Worlds,84.0,56.0,7.3,147.0
Doom 3,88.0,71.0,7.4,116.0
Tom Clancy's Rainbow Six: Siege,74.0,24.0,6.9,252.0
F1 2010,84.0,46.0,7.8,83.0
Monster Hunter Freedom,71.0,34.0,8.6,78.0
Donkey Kong Jungle Beat,80.0,49.0,8.3,30.0
Need for Speed Carbon,74.0,26.0,8.4,60.0
Lost Planet: Extreme Condition,79.0,76.0,7.1,187.0
Max Payne 2: The Fall of Max Payne,73.0,27.0,8.2,63.0
Battlefield: Bad Company,84.0,50.0,8.1,203.0
MVP Baseball 2004,90.0,28.0,8.6,51.0
Alan Wake,83.0,100.0,8.1,1156.0
Metroid Prime 2: Echoes,92.0,60.0,8.8,279.0
Corvette,57.0,15.0,6.5,21.0
WWE SmackDown vs Raw 2008,74.0,27.0,7.3,41.0
Skylanders SWAP Force,83.0,37.0,5.7,45.0
Grand Theft Auto: Chinatown Wars,93.0,85.0,8.3,280.0
UFC Undisputed 2010,84.0,70.0,6.7,80.0
World of Warcraft: Wrath of the Lich King,91.0,47.0,7.5,930.0
NFL 2K3,93.0,20.0,7.4,25.0
Assassin's Creed III: Liberation,70.0,71.0,7.2,318.0
Your Shape: Fitness Evolved,73.0,32.0,7.5,25.0
Need for Speed Underground Rivals,74.0,36.0,8.5,38.0
Rage,81.0,37.0,6.2,353.0
LEGO Harry Potter: Years 1-4,79.0,42.0,8,52.0
Madagascar,69.0,25.0,7.4,25.0
The Witcher 3: Wild Hunt,91.0,13.0,9.2,3963.0
Turok: Evolution,61.0,20.0,7.3,27.0
[Prototype],78.0,83.0,7.8,356.0
Burnout 3: Takedown,94.0,76.0,7.2,139.0
The Beatles: Rock Band,89.0,76.0,8.6,127.0
NBA Live 07,63.0,12.0,6,39.0
Yoshi's Woolly World,78.0,83.0,8.5,376.0
Skylanders Giants,80.0,35.0,6.6,38.0
SingStar '80s,78.0,22.0,8.3,6.0
Tekken 6,80.0,59.0,7,132.0
Assassin's Creed Syndicate,78.0,22.0,6.1,402.0
Pokemon Ranger: Guardian Signs,68.0,25.0,8.2,25.0
LEGO Batman: The Videogame,75.0,24.0,7.7,33.0
Crysis 2,85.0,54.0,7.2,406.0
Pirates of the Caribbean: The Curse of the Black Pearl,49.0,10.0,6.2,5.0
Namco Museum DS,67.0,19.0,5.9,8.0
Deal or No Deal,56.0,4.0,5,5.0
Transformers,75.0,51.0,8.6,27.0
Dying Light,74.0,26.0,7.8,387.0
Fallout 4,84.0,38.0,5.4,7512.0
Sonic Colors,79.0,26.0,7.9,66.0
Assassin's Creed: Rogue,72.0,53.0,7.5,292.0
EA Playground,66.0,32.0,7.6,30.0
The Elder Scrolls Online,77.0,11.0,8.4,613.0
Champions of Norrath,85.0,51.0,8.4,57.0
Manhunt,76.0,47.0,8.3,136.0
Need for Speed Carbon,67.0,21.0,7.3,26.0
Silent Hill 2,89.0,34.0,8.9,557.0
Castlevania: Symphony of the Night,93.0,12.0,9.4,358.0
Guitar Hero: Aerosmith,73.0,16.0,7.2,19.0
The LEGO Movie Videogame,69.0,8.0,7.2,26.0
The Sims 2: Nightlife,76.0,31.0,6.6,71.0
Dark Souls II,91.0,69.0,8.1,1107.0
Kid Icarus: Uprising,83.0,75.0,8.7,487.0
Pokemon Mystery Dungeon: Gates to Infinity,59.0,46.0,6.3,134.0
LEGO Batman: The Videogame,77.0,8.0,8.9,17.0
NBA 2K9,84.0,32.0,7.2,44.0
Tony Hawk's Underground,85.0,33.0,9.1,26.0
Metal Gear Solid V: Ground Zeroes,75.0,70.0,6.2,1311.0
.hack//Infection Part 1,75.0,35.0,8.5,60.0
Jillian Michaels' Fitness Ultimatum 2009,30.0,4.0,2,23.0
Valkyria Chronicles,86.0,60.0,8.6,433.0
WWE '12,71.0,52.0,6.3,89.0
Sonic Adventure DX: Director's Cut,57.0,27.0,7.9,139.0
Battle Arena Toshinden,69.0,4.0,6.3,4.0
WWE '13,78.0,46.0,8,110.0
